millis,iso_time,sequence,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
10538,NO_TIME,295,20.000,29.388,28.150,979.895,281.477,39.500,1800.000,0.180,1.316,988.000,1.194,1089.046,0.015,0.000,0.000,0.000,0.383,303.000,0.366,317.119,1.887,1.198,0.000,0.000
20639,2026-05-27 14:10:26,296,20.000,29.388,28.140,979.890,281.522,39.441,1700.000,0.170,1.322,1113.000,1.345,1093.836,0.015,0.000,0.000,0.000,0.379,298.000,0.360,313.295,1.886,1.165,0.000,0.000
30740,2026-05-27 14:10:36,297,20.000,29.388,28.130,979.904,281.402,40.126,2000.000,0.200,1.325,1105.000,1.336,1096.069,0.018,0.000,0.000,0.000,0.366,259.000,0.313,302.436,1.889,1.177,0.000,0.000
5939,NO_TIME,303,20.000,29.388,28.220,979.870,281.690,38.960,1300.000,0.130,1.384,1110.000,1.342,1144.615,0.020,0.000,0.000,0.000,0.379,304.000,0.367,313.270,1.813,1.195,0.000,0.000
15304,2026-05-27 14:11:49,304,20.000,29.388,28.180,979.971,280.829,40.306,1400.000,0.140,1.377,1117.000,1.350,1139.092,0.018,0.000,0.000,0.000,0.377,305.000,0.369,311.616,1.802,1.176,0.000,0.000
25487,2026-05-27 14:11:57,305,20.000,29.388,28.150,979.889,281.532,38.942,1600.000,0.160,1.383,1163.000,1.406,1143.873,0.015,0.000,0.000,0.000,0.364,261.000,0.315,301.493,1.795,1.174,0.000,0.000
45687,2026-05-27 14:12:17,307,20.000,29.388,28.090,979.850,281.867,39.529,1500.000,0.150,1.387,1159.000,1.401,1147.079,0.015,0.000,0.000,0.000,0.346,263.000,0.318,286.356,1.803,1.164,0.000,0.000
55787,2026-05-27 14:12:27,308,20.000,29.388,28.100,979.904,281.403,39.311,1400.000,0.140,1.356,1019.000,1.232,1121.463,0.018,0.000,0.000,0.000,0.340,263.000,0.318,281.684,1.800,1.166,0.000,0.000
76006,2026-05-27 14:12:48,310,20.000,29.388,28.050,979.887,281.545,39.225,1200.000,0.120,1.310,947.000,1.145,1084.096,0.020,0.000,0.000,0.000,0.345,290.000,0.351,285.638,1.775,1.154,0.000,0.000
86106,2026-05-27 14:12:58,311,20.000,29.388,28.020,979.833,282.010,39.061,1200.000,0.120,1.305,1063.000,1.285,1079.877,0.018,0.000,0.000,0.000,0.348,296.000,0.358,287.710,1.765,1.161,0.000,0.000
116407,2026-05-27 14:13:28,314,20.000,29.388,27.920,979.872,281.674,39.121,1100.000,0.110,1.280,1102.000,1.332,1058.513,0.015,0.000,0.000,0.000,0.351,296.000,0.358,290.284,1.760,1.122,0.000,0.000
126508,2026-05-27 14:13:38,315,20.000,29.388,27.880,979.888,281.542,39.013,1100.000,0.110,1.282,1067.000,1.290,1060.211,0.018,0.000,0.000,0.000,0.352,294.000,0.355,291.027,1.760,1.110,0.000,0.000
136608,2026-05-27 14:13:48,316,20.000,29.388,27.900,979.904,281.404,39.037,1100.000,0.110,1.246,911.000,1.101,1030.368,0.020,0.000,0.000,0.000,0.351,286.000,0.346,290.022,1.764,1.125,0.000,0.000
146708,2026-05-27 14:13:58,317,20.000,29.388,27.930,979.856,281.814,39.028,1100.000,0.110,1.255,1068.000,1.291,1037.895,0.020,0.000,0.000,0.000,0.348,280.000,0.338,288.017,1.770,1.107,0.000,0.000
166909,2026-05-27 14:14:19,319,20.000,29.388,27.860,979.879,281.620,39.161,1100.000,0.110,1.261,1110.000,1.342,1043.533,0.015,0.000,0.000,0.000,0.335,246.000,0.297,277.531,1.795,1.080,0.000,0.000
187110,2026-05-27 14:14:39,321,20.000,29.388,27.810,979.892,281.505,39.250,1100.000,0.110,1.229,943.000,1.140,1016.941,0.018,0.000,0.000,0.000,0.322,252.000,0.305,266.260,1.790,1.103,0.000,0.000
197212,2026-05-27 14:14:49,322,20.000,29.388,27.850,979.856,281.811,39.196,1000.000,0.100,1.233,1031.000,1.246,1019.753,0.018,0.000,0.000,0.000,0.318,252.000,0.305,263.408,1.779,1.111,0.000,0.000
217412,2026-05-27 14:15:09,324,20.000,29.282,27.830,979.954,280.976,39.171,1100.000,0.110,1.267,1124.000,1.359,1048.162,0.020,0.000,0.000,0.000,0.322,272.000,0.329,266.181,1.746,1.127,0.000,0.000
237702,2026-05-27 14:15:29,326,20.000,29.282,27.760,979.915,281.307,39.142,1100.000,0.110,1.253,1075.000,1.299,1036.384,0.018,0.000,0.000,0.000,0.329,290.000,0.351,271.876,1.748,1.096,0.000,0.000
247802,2026-05-27 14:15:39,327,20.000,29.282,27.720,979.898,281.454,39.510,1100.000,0.110,1.265,1086.000,1.313,1046.307,0.020,0.000,0.000,0.000,0.328,268.000,0.324,271.101,1.735,1.108,0.000,0.000
268018,2026-05-27 14:16:00,329,20.000,29.282,27.610,979.930,281.181,39.849,1100.000,0.110,1.270,1015.000,1.227,1050.396,0.015,0.000,0.000,0.000,0.319,256.000,0.309,263.905,1.766,1.088,0.000,0.000
278119,2026-05-27 14:16:10,330,20.000,29.282,27.630,979.930,281.183,39.886,1000.000,0.100,1.280,1092.000,1.320,1058.717,0.020,0.000,0.000,0.000,0.323,282.000,0.341,267.524,1.746,1.098,0.000,0.000
308420,2026-05-27 14:16:40,333,20.000,29.282,27.770,979.917,281.291,39.479,1100.000,0.110,1.303,1090.000,1.318,1078.015,0.020,0.000,0.000,0.000,0.328,291.000,0.352,271.396,1.761,1.067,0.000,0.000
318520,2026-05-27 14:16:50,334,20.000,29.282,27.760,979.925,281.226,39.454,1100.000,0.110,1.287,1013.000,1.225,1065.012,0.020,0.000,0.000,0.000,0.322,247.000,0.299,266.517,1.756,1.080,0.000,0.000
328622,2026-05-27 14:17:00,335,20.000,29.282,27.720,979.920,281.268,39.486,1200.000,0.120,1.248,901.000,1.089,1032.210,0.020,0.000,0.000,0.000,0.327,285.000,0.345,270.214,1.762,1.064,0.000,0.000
338722,2026-05-27 14:17:10,336,20.000,29.282,27.700,979.918,281.286,39.334,1100.000,0.110,1.266,1107.000,1.338,1047.168,0.018,0.000,0.000,0.000,0.327,271.000,0.328,270.371,1.749,1.083,0.000,0.000
358923,2026-05-27 14:17:31,338,20.000,29.282,27.670,979.923,281.242,39.634,1100.000,0.110,1.294,1117.000,1.350,1070.387,0.015,0.000,0.000,0.000,0.330,294.000,0.355,272.957,1.751,1.092,0.000,0.000
379126,2026-05-27 14:17:51,340,20.000,29.282,27.630,979.920,281.266,39.723,1100.000,0.110,1.279,1110.000,1.342,1058.408,0.018,0.000,0.000,0.000,0.325,267.000,0.323,268.573,1.767,1.083,0.000,0.000
389226,2026-05-27 14:18:01,341,20.000,29.282,27.620,979.927,281.210,39.745,1100.000,0.110,1.284,1078.000,1.303,1062.327,0.018,0.000,0.000,0.000,0.329,285.000,0.345,271.858,1.764,1.073,0.000,0.000
409426,2026-05-27 14:18:21,343,20.000,29.282,27.760,979.908,281.367,39.432,1100.000,0.110,1.232,956.000,1.156,1019.089,0.015,0.000,0.000,0.000,0.325,248.000,0.300,268.869,1.745,1.089,0.000,0.000
419527,2026-05-27 14:18:31,344,20.000,29.282,27.800,979.933,281.157,39.285,1100.000,0.110,1.219,965.000,1.166,1008.271,0.018,0.000,0.000,0.000,0.319,246.000,0.297,264.295,1.765,1.079,0.000,0.000
429719,2026-05-27 14:18:41,345,20.000,29.282,27.720,979.957,280.946,39.882,1100.000,0.110,1.246,1120.000,1.354,1030.617,0.020,0.000,0.000,0.000,0.318,259.000,0.313,263.236,1.752,1.093,0.000,0.000
460021,2026-05-27 14:19:12,348,20.000,29.282,27.620,979.951,281.001,39.733,1100.000,0.110,1.257,1076.000,1.301,1040.028,0.020,0.000,0.000,0.000,0.322,296.000,0.358,266.521,1.767,1.077,0.000,0.000
470137,2026-05-27 14:19:22,349,20.000,29.282,27.590,979.960,280.926,39.848,1100.000,0.110,1.224,901.000,1.089,1012.222,0.020,0.000,0.000,0.000,0.328,290.000,0.351,271.217,1.756,1.102,0.000,0.000
480238,2026-05-27 14:19:32,350,20.000,29.282,27.570,979.990,280.671,39.857,1100.000,0.110,1.227,1025.000,1.239,1014.778,0.015,0.000,0.000,0.000,0.332,290.000,0.351,274.973,1.742,1.101,0.000,0.000
490338,2026-05-27 14:19:42,351,20.000,29.282,27.540,979.942,281.081,39.726,1100.000,0.110,1.226,1011.000,1.222,1014.022,0.020,0.000,0.000,0.000,0.332,272.000,0.329,274.379,1.726,1.106,0.000,0.000
500438,2026-05-27 14:19:52,352,20.000,29.388,27.540,980.004,280.548,39.726,1100.000,0.110,1.252,1121.000,1.355,1035.418,0.020,0.000,0.000,0.000,0.326,251.000,0.303,269.703,1.725,1.117,0.000,0.000
520638,2026-05-27 14:20:12,354,20.000,29.282,27.520,980.045,280.195,39.748,1100.000,0.110,1.279,1084.000,1.310,1058.028,0.020,0.000,0.000,0.000,0.328,293.000,0.354,271.050,1.741,1.086,0.000,0.000
530739,2026-05-27 14:20:22,355,20.000,29.282,27.490,980.002,280.567,40.685,1100.000,0.110,1.297,1132.000,1.368,1072.822,0.025,0.000,0.000,0.000,0.326,263.000,0.318,269.440,1.731,1.099,0.000,0.000
540840,2026-05-27 14:20:32,356,20.000,29.282,27.510,980.039,280.251,40.188,1300.000,0.130,1.297,1074.000,1.298,1073.058,0.015,0.000,0.000,0.000,0.319,243.000,0.294,264.152,1.748,1.097,0.000,0.000
550941,2026-05-27 14:20:43,357,20.000,29.282,27.510,979.961,280.913,39.805,1300.000,0.130,1.279,999.000,1.208,1058.246,0.018,0.000,0.000,0.000,0.317,253.000,0.306,261.922,1.770,1.094,0.000,0.000
561040,2026-05-27 14:20:53,358,20.000,29.282,27.540,979.997,280.603,40.039,1300.000,0.130,1.292,1111.000,1.343,1068.797,0.020,0.000,0.000,0.000,0.314,253.000,0.306,260.137,1.787,1.083,0.000,0.000
571142,2026-05-27 14:21:03,359,20.000,29.282,27.600,980.008,280.510,40.057,1500.000,0.150,1.299,1097.000,1.326,1074.438,0.020,0.000,0.000,0.000,0.319,280.000,0.338,264.110,1.791,1.067,0.000,0.000
581244,2026-05-27 14:21:13,360,20.000,29.282,27.650,979.905,281.398,39.875,1500.000,0.150,1.270,955.000,1.154,1050.550,0.023,0.000,0.000,0.000,0.324,284.000,0.343,268.088,1.768,1.080,0.000,0.000
591347,2026-05-27 14:21:23,361,20.000,29.282,27.690,979.878,281.627,39.763,1500.000,0.150,1.284,1109.000,1.341,1062.240,0.020,0.000,0.000,0.000,0.324,266.000,0.322,267.670,1.754,1.095,0.000,0.000
611548,2026-05-27 14:21:43,363,20.000,29.282,27.710,979.941,281.089,39.602,1300.000,0.130,1.313,1114.000,1.347,1085.834,0.018,0.000,0.000,0.000,0.314,247.000,0.299,259.749,1.779,1.087,0.000,0.000
631839,2026-05-27 14:22:03,365,20.000,29.282,27.750,979.998,280.599,39.709,1200.000,0.120,1.310,1111.000,1.343,1083.694,0.020,0.000,0.000,0.000,0.309,241.000,0.291,256.039,1.789,1.093,0.000,0.000
652039,2026-05-27 14:22:24,367,20.000,29.282,27.790,979.901,281.425,39.364,1100.000,0.110,1.301,1011.000,1.222,1076.564,0.020,0.000,0.000,0.000,0.303,239.000,0.289,250.865,1.803,1.086,0.000,0.000
672259,2026-05-27 14:22:44,369,20.000,29.282,27.820,979.987,280.688,39.472,1100.000,0.110,1.277,1026.000,1.240,1056.281,0.020,0.000,0.000,0.000,0.300,243.000,0.294,248.194,1.819,1.098,0.000,0.000
682360,2026-05-27 14:22:54,370,20.000,29.282,27.820,979.963,280.898,39.519,1100.000,0.110,1.295,1131.000,1.367,1071.225,0.018,0.000,0.000,0.000,0.299,244.000,0.295,247.355,1.826,1.089,0.000,0.000
692461,2026-05-27 14:23:04,371,20.000,29.388,27.840,979.996,280.612,39.357,1100.000,0.110,1.268,960.000,1.160,1048.980,0.020,0.000,0.000,0.000,0.298,244.000,0.295,246.684,1.831,1.103,0.000,0.000
702560,2026-05-27 14:23:14,372,20.000,29.388,27.830,979.970,280.841,39.565,1000.000,0.100,1.289,1136.000,1.373,1066.384,0.020,0.000,0.000,0.000,0.298,246.000,0.297,246.547,1.821,1.110,0.000,0.000
712660,2026-05-27 14:23:24,373,20.000,29.388,27.810,979.978,280.772,39.588,1100.000,0.110,1.289,1065.000,1.287,1066.107,0.018,0.000,0.000,0.000,0.303,266.000,0.322,250.438,1.796,1.117,0.000,0.000
722762,2026-05-27 14:23:34,374,20.000,29.388,27.780,980.014,280.465,39.666,1200.000,0.120,1.295,1094.000,1.322,1071.686,0.018,0.000,0.000,0.000,0.313,292.000,0.353,258.750,1.779,1.111,0.000,0.000
742963,2026-05-27 14:23:55,376,20.000,29.388,27.780,979.958,280.939,39.538,1100.000,0.110,1.267,1075.000,1.299,1048.079,0.020,0.000,0.000,0.000,0.319,266.000,0.322,264.080,1.793,1.081,0.000,0.000
753062,2026-05-27 14:24:05,377,20.000,29.388,27.790,979.933,281.151,39.435,1100.000,0.110,1.282,1110.000,1.342,1060.463,0.020,0.000,0.000,0.000,0.315,246.000,0.297,260.464,1.801,1.079,0.000,0.000
773265,2026-05-27 14:24:25,379,20.000,29.388,27.800,979.938,281.109,39.156,1100.000,0.110,1.302,1110.000,1.342,1077.177,0.013,0.000,0.000,0.000,0.308,246.000,0.297,254.777,1.806,1.079,0.000,0.000
783366,2026-05-27 14:24:35,380,20.000,29.388,27.810,980.002,280.562,39.181,1100.000,0.110,1.286,1012.000,1.223,1064.141,0.015,0.000,0.000,0.000,0.305,241.000,0.291,252.022,1.796,1.092,0.000,0.000
793466,2026-05-27 14:24:45,381,20.000,29.388,27.820,979.989,280.674,39.077,1000.000,0.100,1.257,943.000,1.140,1039.913,0.015,0.000,0.000,0.000,0.307,263.000,0.318,254.217,1.775,1.105,0.000,0.000
803567,2026-05-27 14:24:55,382,20.000,29.282,27.820,980.023,280.389,39.355,1100.000,0.110,1.273,1107.000,1.338,1053.330,0.020,0.000,0.000,0.000,0.311,271.000,0.328,257.574,1.755,1.149,0.000,0.000
823767,2026-05-27 14:25:15,384,20.000,29.388,27.790,979.935,281.136,39.608,1100.000,0.110,1.267,1093.000,1.321,1048.092,0.018,0.000,0.000,0.000,0.321,289.000,0.349,265.687,1.726,1.137,0.000,0.000
833957,2026-05-27 14:25:26,385,20.000,29.388,27.800,980.004,280.548,39.541,1100.000,0.110,1.285,1123.000,1.357,1063.073,0.015,0.000,0.000,0.000,0.320,262.000,0.317,264.950,1.717,1.143,0.000,0.000
844057,2026-05-27 14:25:36,386,20.000,29.388,27.810,979.924,281.235,39.413,1100.000,0.110,1.290,1085.000,1.312,1067.459,0.018,0.000,0.000,0.000,0.326,289.000,0.349,269.760,1.711,1.136,0.000,0.000
854158,2026-05-27 14:25:46,387,20.000,29.388,27.820,979.924,281.233,39.484,1100.000,0.110,1.253,911.000,1.101,1036.167,0.015,0.000,0.000,0.000,0.330,284.000,0.343,272.608,1.717,1.117,0.000,0.000
871373,2026-05-27 14:26:03,2,20.000,29.388,27.850,979.884,281.575,39.079,1100.000,0.110,2.185,1047.000,1.266,1807.800,0.015,0.000,0.000,0.000,1.640,271.000,0.328,1356.600,6.040,1.660,0.000,0.000
881475,2026-05-27 14:26:13,3,20.000,29.388,27.880,979.918,281.285,38.932,1100.000,0.110,2.004,1059.000,1.280,1658.040,0.020,0.000,0.000,0.000,1.382,290.000,0.351,1143.280,5.400,1.564,0.000,0.000
891575,2026-05-27 14:26:23,4,20.000,29.282,27.870,979.923,281.240,38.919,1100.000,0.110,1.847,1009.000,1.220,1528.232,0.018,0.000,0.000,0.000,1.178,299.000,0.361,974.424,4.860,1.483,0.000,0.000
901675,2026-05-27 14:26:33,5,20.000,29.388,27.860,979.917,281.293,38.965,1100.000,0.110,1.715,981.000,1.186,1418.786,0.018,0.000,0.000,0.000,1.014,297.000,0.359,838.939,4.395,1.420,0.000,0.000
911775,2026-05-27 14:26:43,6,20.000,29.282,27.850,979.904,281.398,39.045,1000.000,0.100,1.601,947.000,1.145,1324.429,0.018,0.000,0.000,0.000,0.883,296.000,0.358,730.351,3.999,1.363,0.000,0.000
921876,2026-05-27 14:26:53,7,20.000,29.282,27.860,979.914,281.317,39.230,1100.000,0.110,1.502,917.000,1.108,1242.943,0.018,0.000,0.000,0.000,0.775,286.000,0.346,641.481,3.673,1.307,0.000,0.000
931977,2026-05-27 14:27:04,8,20.000,29.388,27.850,979.935,281.141,39.509,1100.000,0.110,1.441,989.000,1.195,1192.154,0.018,0.000,0.000,0.000,0.686,270.000,0.326,567.185,3.401,1.270,0.000,0.000
952178,2026-05-27 14:27:24,10,20.000,29.388,27.880,979.943,281.068,39.350,1100.000,0.110,1.378,1122.000,1.356,1139.859,0.015,0.000,0.000,0.000,0.548,247.000,0.299,453.198,2.973,1.208,0.000,0.000
962278,2026-05-27 14:27:34,11,20.000,29.388,27.850,979.912,281.332,39.185,1200.000,0.120,1.373,1118.000,1.351,1135.487,0.015,0.000,0.000,0.000,0.497,245.000,0.296,411.559,2.798,1.196,0.000,0.000
982481,2026-05-27 14:27:54,13,20.000,29.388,27.830,979.925,281.226,39.136,1100.000,0.110,1.303,927.000,1.121,1077.552,0.018,0.000,0.000,0.000,0.431,267.000,0.323,356.318,2.539,1.148,0.000,0.000
992582,2026-05-27 14:28:04,14,20.000,29.388,27.820,979.974,280.800,39.275,1100.000,0.110,1.300,1065.000,1.287,1075.042,0.015,0.000,0.000,0.000,0.416,295.000,0.357,344.054,2.420,1.132,0.000,0.000
1002683,2026-05-27 14:28:14,15,20.000,29.388,27.850,979.959,280.932,39.265,1000.000,0.100,1.290,1034.000,1.250,1066.833,0.018,0.000,0.000,0.000,0.402,287.000,0.347,332.643,2.323,1.115,0.000,0.000
1019039,2026-05-27 14:28:31,1,20.000,29.388,27.880,979.927,281.201,38.896,1100.000,0.110,2.218,1835.000,2.218,1835.000,0.020,0.000,0.000,0.000,1.660,1373.000,1.660,1373.000,6.382,1.524,0.000,0.000
1029137,2026-05-27 14:28:41,2,20.000,29.388,27.910,979.948,281.023,38.934,1100.000,0.110,2.043,1110.000,1.342,1690.000,0.018,0.000,0.000,0.000,1.389,255.000,0.308,1149.400,5.705,1.456,0.000,0.000
1039237,2026-05-27 14:28:51,3,20.000,29.388,27.940,979.928,281.199,39.552,1200.000,0.120,1.861,939.000,1.135,1539.800,0.015,0.000,0.000,0.000,1.171,248.000,0.300,969.120,5.120,1.410,0.000,0.000
1049336,2026-05-27 14:29:01,4,20.000,29.388,27.910,979.948,281.026,39.445,1200.000,0.120,1.725,976.000,1.180,1427.040,0.018,0.000,0.000,0.000,0.997,249.000,0.301,825.096,4.617,1.394,0.000,0.000
1059435,2026-05-27 14:29:11,5,20.000,29.388,27.920,979.970,280.835,39.179,1200.000,0.120,1.618,984.000,1.189,1338.432,0.015,0.000,0.000,0.000,0.857,244.000,0.295,708.877,4.186,1.359,0.000,0.000
1068359,2026-05-27 14:29:20,1,20.000,29.388,27.940,979.975,280.795,39.075,1100.000,0.110,1.941,1606.000,1.941,1606.000,0.015,0.000,0.000,0.000,1.490,1233.000,1.490,1233.000,5.984,1.631,0.000,0.000
1078458,2026-05-27 14:29:30,2,20.000,29.388,27.940,979.982,280.736,39.052,1100.000,0.110,1.821,1108.000,1.339,1506.400,0.020,0.000,0.000,0.000,1.253,249.000,0.301,1036.200,5.366,1.548,0.000,0.000
1088559,2026-05-27 14:29:40,3,20.000,29.388,27.930,979.951,280.998,38.913,1100.000,0.110,1.720,1091.000,1.319,1423.320,0.015,0.000,0.000,0.000,1.067,269.000,0.325,882.760,4.842,1.470,0.000,0.000
1108760,2026-05-27 14:30:00,5,20.000,29.388,27.930,979.935,281.136,38.819,1000.000,0.100,1.530,1068.000,1.291,1265.485,0.023,0.000,0.000,0.000,0.807,288.000,0.348,668.006,4.002,1.334,0.000,0.000
1118862,2026-05-27 14:30:10,6,20.000,29.388,27.940,979.922,281.251,39.041,1100.000,0.110,1.480,1061.000,1.283,1224.588,0.020,0.000,0.000,0.000,0.715,287.000,0.347,591.805,3.663,1.312,0.000,0.000
1141133,2026-05-27 14:30:33,2,20.000,29.388,27.940,979.903,281.413,38.866,1000.000,0.100,1.892,908.000,1.098,1564.800,0.018,0.000,0.000,0.000,1.372,277.000,0.335,1135.400,5.372,1.709,0.000,0.000
1151233,2026-05-27 14:30:43,3,20.000,29.388,27.950,979.933,281.154,38.902,1100.000,0.110,1.732,905.000,1.094,1432.840,0.018,0.000,0.000,0.000,1.170,298.000,0.360,967.920,4.825,1.609,0.000,0.000
1161334,2026-05-27 14:30:53,4,20.000,29.388,27.980,979.936,281.129,38.869,1100.000,0.110,1.622,979.000,1.183,1342.072,0.018,0.000,0.000,0.000,0.999,260.000,0.314,826.336,4.361,1.545,0.000,0.000
1171434,2026-05-27 14:31:03,5,20.000,29.388,27.980,979.922,281.248,38.800,1100.000,0.110,1.563,1097.000,1.326,1293.058,0.020,0.000,0.000,0.000,0.863,264.000,0.319,713.869,3.990,1.465,0.000,0.000
1181549,2026-05-27 14:31:13,6,20.000,29.388,27.950,979.902,281.418,38.868,1100.000,0.110,1.515,1093.000,1.321,1253.046,0.020,0.000,0.000,0.000,0.753,261.000,0.315,623.295,3.675,1.397,0.000,0.000
1191650,2026-05-27 14:31:23,7,20.000,29.388,27.950,979.975,280.799,38.949,1100.000,0.110,1.456,1010.000,1.221,1204.437,0.015,0.000,0.000,0.000,0.672,285.000,0.345,555.636,3.373,1.362,0.000,0.000
1201750,2026-05-27 14:31:33,8,20.000,29.388,27.930,979.937,281.121,38.912,1100.000,0.110,1.435,1119.000,1.353,1187.350,0.018,0.000,0.000,0.000,0.597,247.000,0.299,493.909,3.137,1.327,0.000,0.000
1232051,2026-05-27 14:32:04,11,20.000,29.388,27.930,979.953,280.980,38.970,1100.000,0.110,1.365,1099.000,1.328,1129.259,0.015,0.000,0.000,0.000,0.465,252.000,0.305,384.753,2.601,1.252,0.000,0.000
1242152,2026-05-27 14:32:14,12,20.000,29.388,27.930,979.951,281.002,38.854,1100.000,0.110,1.351,1072.000,1.296,1117.807,0.020,0.000,0.000,0.000,0.439,275.000,0.332,362.803,2.485,1.222,0.000,0.000
1262352,2026-05-27 14:32:34,14,20.000,29.388,27.930,979.987,280.696,38.761,1100.000,0.110,1.318,1023.000,1.237,1090.077,0.018,0.000,0.000,0.000,0.396,261.000,0.315,327.434,2.289,1.184,0.000,0.000
1272453,2026-05-27 14:32:44,15,20.000,29.388,27.930,979.929,280.980,38.772,1100.000,0.110,1.278,927.000,1.121,1057.461,0.020,0.000,0.000,0.000,0.386,285.000,0.345,318.947,2.195,1.172,0.000,0.000
1282553,2026-05-27 14:32:54,16,20.000,29.388,27.920,979.962,280.906,38.528,1100.000,0.110,1.274,1039.000,1.256,1053.769,0.013,0.000,0.000,0.000,0.367,242.000,0.293,303.558,2.132,1.167,0.000,0.000
1292654,2026-05-27 14:33:04,17,20.000,29.388,27.920,979.930,281.180,38.737,1100.000,0.110,1.270,1038.000,1.255,1050.615,0.018,0.000,0.000,0.000,0.364,291.000,0.352,301.046,2.070,1.155,0.000,0.000
1302754,2026-05-27 14:33:14,18,20.000,29.388,27.950,979.916,281.304,38.601,1100.000,0.110,1.261,1014.000,1.226,1043.292,0.018,0.000,0.000,0.000,0.351,247.000,0.299,290.237,2.023,1.153,0.000,0.000
1322955,2026-05-27 14:33:35,20,20.000,29.388,27.900,979.898,281.454,38.619,1100.000,0.110,1.226,941.000,1.137,1014.307,0.015,0.000,0.000,0.000,0.346,273.000,0.330,285.952,1.940,1.143,0.000,0.000
1343247,2026-05-27 14:33:55,22,20.000,29.388,27.880,979.901,281.426,38.699,1000.000,0.100,1.226,949.000,1.147,1014.637,0.020,0.000,0.000,0.000,0.327,246.000,0.297,270.929,1.898,1.135,0.000,0.000
1353348,2026-05-27 14:34:05,23,20.000,29.388,27.870,979.955,280.970,38.733,1000.000,0.100,1.247,1099.000,1.328,1031.509,0.015,0.000,0.000,0.000,0.320,241.000,0.291,264.943,1.885,1.131,0.000,0.000
1363448,2026-05-27 14:34:15,24,20.000,29.388,27.880,979.895,281.478,39.013,1000.000,0.100,1.262,1092.000,1.320,1043.607,0.018,0.000,0.000,0.000,0.316,249.000,0.301,261.755,1.881,1.114,0.000,0.000
1373548,2026-05-27 14:34:25,25,20.000,29.388,27.840,979.893,281.494,39.102,1100.000,0.110,1.230,912.000,1.102,1017.286,0.018,0.000,0.000,0.000,0.317,264.000,0.319,262.204,1.877,1.103,0.000,0.000
1383662,2026-05-27 14:34:35,26,20.000,29.388,27.840,979.906,281.385,39.195,1100.000,0.110,1.247,1089.000,1.316,1031.629,0.015,0.000,0.000,0.000,0.312,241.000,0.291,257.963,1.867,1.103,0.000,0.000
1393763,2026-05-27 14:34:45,27,20.000,29.388,27.870,979.869,281.705,38.814,1100.000,0.110,1.233,975.000,1.179,1020.303,0.018,0.000,0.000,0.000,0.312,260.000,0.314,258.370,1.865,1.088,0.000,0.000
1403864,2026-05-27 14:34:55,28,20.000,29.388,27.880,979.866,281.729,38.920,1100.000,0.110,1.243,1062.000,1.284,1028.642,0.018,0.000,0.000,0.000,0.319,288.000,0.348,264.296,1.842,1.089,0.000,0.000
1413964,2026-05-27 14:35:06,29,20.000,29.388,27.880,979.843,281.923,38.617,1100.000,0.110,1.248,1049.000,1.268,1032.714,0.018,0.000,0.000,0.000,0.323,279.000,0.337,267.237,1.811,1.097,0.000,0.000
1424064,2026-05-27 14:35:16,30,20.000,29.388,27.840,979.859,281.788,38.277,1100.000,0.110,1.240,997.000,1.205,1025.571,0.015,0.000,0.000,0.000,0.325,275.000,0.332,268.790,1.785,1.103,0.000,0.000
1434164,2026-05-27 14:35:26,31,20.000,29.388,27.850,979.883,281.582,38.441,1100.000,0.110,1.242,1037.000,1.254,1027.857,0.020,0.000,0.000,0.000,0.329,286.000,0.346,272.232,1.777,1.091,0.000,0.000
1464466,2026-05-27 14:35:56,34,20.000,29.388,27.850,979.867,281.788,38.521,1000.000,0.100,1.231,1050.000,1.269,1018.471,0.020,0.000,0.000,0.000,0.328,266.000,0.322,271.207,1.792,1.048,0.000,0.000
1484667,2026-05-27 14:36:16,36,20.000,29.495,27.860,979.890,281.526,38.824,1000.000,0.100,1.207,885.000,1.070,998.261,0.015,0.000,0.000,0.000,0.331,282.000,0.341,273.972,1.798,1.026,0.000,0.000
1494768,2026-05-27 14:36:26,37,20.000,29.388,27.880,979.871,281.609,38.827,1000.000,0.100,1.175,867.000,1.048,972.009,0.013,0.000,0.000,0.000,0.333,283.000,0.342,275.778,1.796,1.025,0.000,0.000
1504868,2026-05-27 14:36:36,38,20.000,29.388,27.900,979.877,281.634,38.759,1000.000,0.100,1.149,864.000,1.044,950.407,0.015,0.000,0.000,0.000,0.334,278.000,0.336,276.222,1.796,1.020,0.000,0.000
1514967,2026-05-27 14:36:47,39,20.000,29.388,27.900,979.825,282.074,38.828,1000.000,0.100,1.135,893.000,1.079,938.926,0.015,0.000,0.000,0.000,0.331,266.000,0.322,274.178,1.803,1.058,0.000,0.000
1525068,2026-05-27 14:36:57,40,20.000,29.388,27.900,979.851,281.854,38.666,1100.000,0.110,1.159,1040.000,1.257,959.141,0.018,0.000,0.000,0.000,0.326,253.000,0.306,269.942,1.812,1.070,0.000,0.000
1535169,2026-05-27 14:37:07,41,20.000,29.388,27.920,979.872,281.677,38.283,1000.000,0.100,1.174,1019.000,1.232,971.113,0.020,0.000,0.000,0.000,0.321,246.000,0.297,265.154,1.819,1.062,0.000,0.000
