1968,2026-07-26 09:29:02,boot
91980,2026-07-26 09:30:33,sensorTask timeout
1245,2026-07-26 09:30:34,boot
91257,2026-07-26 09:32:05,sensorTask timeout
1239,2026-07-26 09:32:06,boot
91251,2026-07-26 09:33:37,sensorTask timeout
1240,2026-07-26 09:33:38,boot
91252,2026-07-26 09:35:09,sensorTask timeout
1240,2026-07-26 09:35:10,boot
91252,2026-07-26 09:36:41,sensorTask timeout
1241,2026-07-26 09:36:42,boot
91298,2026-07-26 09:38:13,sensorTask timeout
1236,2026-07-26 09:38:14,boot
91248,2026-07-26 09:39:44,sensorTask timeout
1236,2026-07-26 09:39:45,boot
91248,2026-07-26 09:41:16,sensorTask timeout
1236,2026-07-26 09:41:17,boot
96248,2026-07-26 09:42:53,sensorTask timeout
1237,2026-07-26 09:42:54,boot
91249,2026-07-26 09:44:25,sensorTask timeout
1237,2026-07-26 09:44:26,boot
91249,2026-07-26 09:45:57,sensorTask timeout
1238,2026-07-26 09:45:58,boot
96249,2026-07-26 09:47:34,sensorTask timeout
1238,2026-07-26 09:47:35,boot
96250,2026-07-26 09:49:10,sensorTask timeout
1239,2026-07-26 09:49:11,boot
91251,2026-07-26 09:50:42,sensorTask timeout
1239,2026-07-26 09:50:43,boot
91251,2026-07-26 09:52:14,sensorTask timeout
1240,2026-07-26 09:52:15,boot
96251,2026-07-26 09:53:51,sensorTask timeout
1240,2026-07-26 09:53:52,boot
91252,2026-07-26 09:55:23,sensorTask timeout
1241,2026-07-26 09:55:24,boot
96252,2026-07-26 09:57:00,sensorTask timeout
1241,2026-07-26 09:57:01,boot
91253,2026-07-26 09:58:32,sensorTask timeout
1241,2026-07-26 09:58:33,boot
91253,2026-07-26 10:00:03,sensorTask timeout
1242,2026-07-26 10:00:04,boot
91254,2026-07-26 10:01:35,sensorTask timeout
1242,2026-07-26 10:01:36,boot
91254,2026-07-26 10:03:07,sensorTask timeout
1243,2026-07-26 10:03:08,boot
96254,2026-07-26 10:04:44,sensorTask timeout
1243,2026-07-26 10:04:45,boot
91255,2026-07-26 10:06:16,sensorTask timeout
1243,2026-07-26 10:06:17,boot
91255,2026-07-26 10:07:48,sensorTask timeout
1244,2026-07-26 10:07:49,boot
83244,2026-07-26 10:09:33,boot
186554,2026-07-26 10:11:18,sensorTask timeout
1244,2026-07-26 10:11:19,boot
91256,2026-07-26 10:12:50,sensorTask timeout
1245,2026-07-26 10:12:51,boot
96256,2026-07-26 10:14:26,sensorTask timeout
1245,2026-07-26 10:14:27,boot
91257,2026-07-26 10:15:58,sensorTask timeout
1246,2026-07-26 10:15:59,boot
96257,2026-07-26 10:17:35,sensorTask timeout
1246,2026-07-26 10:17:36,boot
91258,2026-07-26 10:19:07,sensorTask timeout
1246,2026-07-26 10:19:08,boot
91303,2026-07-26 10:20:39,sensorTask timeout
1241,2026-07-26 10:20:40,boot
91253,2026-07-26 10:22:11,sensorTask timeout
1242,2026-07-26 10:22:12,boot
91298,2026-07-26 10:23:43,sensorTask timeout
1236,2026-07-26 10:23:44,boot
96247,2026-07-26 10:25:20,sensorTask timeout
1236,2026-07-26 10:25:21,boot
91248,2026-07-26 10:26:51,sensorTask timeout
1236,2026-07-26 10:26:52,boot
96248,2026-07-26 10:28:28,sensorTask timeout
1237,2026-07-26 10:28:29,boot
