millis,iso_time,sequence,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
1026162,2026-05-26 16:50:09,52,20.000,28.963,26.960,984.525,241.951,44.598,1400.000,0.140,1.500,1098.000,1.327,1240.855,0.008,0.000,0.000,0.000,0.146,160.000,0.193,120.498,0.000,0.000,0.000,0.000
1046228,2026-05-26 16:50:29,53,20.000,29.069,26.930,984.510,242.078,44.665,1400.000,0.140,1.461,1080.000,1.305,1208.684,0.015,0.000,0.000,0.000,0.163,191.000,0.231,134.598,0.000,0.000,0.000,0.000
1066294,2026-05-26 16:50:49,54,20.000,29.069,26.960,984.519,241.996,44.494,1400.000,0.140,1.418,1029.000,1.244,1172.747,0.010,0.000,0.000,0.000,0.191,253.000,0.306,158.279,0.000,0.000,0.000,0.000
1086360,2026-05-26 16:51:09,55,20.000,29.069,26.890,984.524,241.959,44.765,1400.000,0.140,1.426,1207.000,1.459,1179.598,0.013,0.000,0.000,0.000,0.213,246.000,0.297,175.823,0.000,0.000,0.000,0.000
1106426,2026-05-26 16:51:29,56,20.000,29.069,26.880,984.497,242.189,44.833,1400.000,0.140,1.482,1412.000,1.707,1226.078,0.018,0.000,0.000,0.000,0.187,71.000,0.086,154.858,0.000,0.000,0.000,0.000
1126492,2026-05-26 16:51:49,57,20.000,29.069,26.750,984.491,242.239,45.098,1400.000,0.140,1.487,1246.000,1.506,1230.063,0.018,0.000,0.000,0.000,0.173,97.000,0.117,143.287,0.000,0.000,0.000,0.000
1146568,2026-05-26 16:52:09,58,20.000,28.963,26.740,984.456,242.534,45.086,1400.000,0.140,1.491,1245.000,1.505,1233.050,0.015,0.000,0.000,0.000,0.193,227.000,0.274,160.029,0.000,0.000,0.000,0.000
1166634,2026-05-26 16:52:30,59,20.000,29.069,26.750,984.442,242.655,45.098,1400.000,0.140,1.536,1422.000,1.719,1270.840,0.015,0.000,0.000,0.000,0.190,146.000,0.176,157.223,0.000,0.000,0.000,0.000
1186700,2026-05-26 16:52:50,60,20.000,29.069,26.780,984.489,242.251,45.020,1400.000,0.140,1.536,1272.000,1.538,1271.072,0.010,0.000,0.000,0.000,0.188,150.000,0.181,155.779,0.000,0.000,0.000,0.000
1206766,2026-05-26 16:53:10,61,20.000,28.963,26.810,984.510,242.072,45.023,1400.000,0.140,1.498,1113.000,1.345,1239.458,0.015,0.000,0.000,0.000,0.212,255.000,0.308,175.623,0.000,0.000,0.000,0.000
1226832,2026-05-26 16:53:30,62,20.000,28.963,26.770,984.506,242.110,45.043,1400.000,0.140,1.488,1196.000,1.446,1230.766,0.010,0.000,0.000,0.000,0.231,254.000,0.307,191.298,0.000,0.000,0.000,0.000
1246898,2026-05-26 16:53:50,63,20.000,29.069,26.820,984.492,242.233,44.978,1400.000,0.140,1.540,1445.000,1.747,1273.613,0.010,0.000,0.000,0.000,0.201,68.000,0.082,166.639,0.000,0.000,0.000,0.000
1266964,2026-05-26 16:54:10,64,20.000,29.069,26.760,984.494,242.216,45.111,1400.000,0.140,1.570,1399.000,1.691,1298.690,0.015,0.000,0.000,0.000,0.172,43.000,0.052,141.911,0.000,0.000,0.000,0.000
1287030,2026-05-26 16:54:30,65,20.000,28.963,26.750,984.500,242.164,45.098,1400.000,0.140,1.597,1409.000,1.703,1320.752,0.020,0.000,0.000,0.000,0.148,45.000,0.054,122.529,0.000,0.000,0.000,0.000
1307096,2026-05-26 16:54:50,66,20.000,28.963,26.770,984.511,242.067,45.077,1400.000,0.140,1.646,1524.000,1.842,1361.402,0.015,0.000,0.000,0.000,0.135,68.000,0.082,111.623,0.000,0.000,0.000,0.000
1327168,2026-05-26 16:55:10,67,20.000,28.963,26.760,984.482,242.312,45.053,1400.000,0.140,1.621,1261.000,1.524,1341.322,0.015,0.000,0.000,0.000,0.147,162.000,0.196,121.698,0.000,0.000,0.000,0.000
1347234,2026-05-26 16:55:30,68,20.000,28.963,26.780,984.503,242.137,45.055,1400.000,0.140,1.647,1446.000,1.748,1362.257,0.013,0.000,0.000,0.000,0.157,162.000,0.196,129.759,0.000,0.000,0.000,0.000
1367300,2026-05-26 16:55:50,69,20.000,28.963,26.750,984.481,242.320,45.064,1300.000,0.130,1.690,1540.000,1.862,1397.806,0.015,0.000,0.000,0.000,0.145,79.000,0.095,119.607,0.000,0.000,0.000,0.000
1387366,2026-05-26 16:56:10,70,20.000,28.963,26.690,984.443,242.650,45.219,1400.000,0.140,1.649,1228.000,1.484,1363.845,0.000,0.000,0.000,0.000,0.165,205.000,0.248,136.686,0.000,0.000,0.000,0.000
1407432,2026-05-26 16:56:30,71,20.000,28.963,26.640,984.469,242.425,45.376,1300.000,0.130,1.661,1416.000,1.712,1374.276,0.008,0.000,0.000,0.000,0.143,45.000,0.054,118.348,0.000,0.000,0.000,0.000
1427498,2026-05-26 16:56:50,72,20.000,28.963,26.640,984.482,242.311,45.318,1400.000,0.140,1.653,1340.000,1.620,1367.421,0.003,0.000,0.000,0.000,0.137,95.000,0.115,113.679,0.000,0.000,0.000,0.000
1447564,2026-05-26 16:57:10,73,20.000,28.963,26.670,984.441,242.661,45.274,1300.000,0.130,1.615,1210.000,1.463,1335.936,0.013,0.000,0.000,0.000,0.166,230.000,0.278,136.943,0.000,0.000,0.000,0.000
1467630,2026-05-26 16:57:31,74,20.000,28.963,26.610,984.444,242.636,45.373,1400.000,0.140,1.560,1107.000,1.338,1290.149,0.018,0.000,0.000,0.000,0.196,264.000,0.319,162.354,0.000,0.000,0.000,0.000
1487696,2026-05-26 16:57:51,75,20.000,28.857,26.690,984.454,242.556,45.186,1400.000,0.140,1.533,1179.000,1.425,1267.919,0.015,0.000,0.000,0.000,0.216,242.000,0.293,178.284,0.000,0.000,0.000,0.000
1507766,2026-05-26 16:58:11,76,20.000,28.857,26.680,984.434,242.723,45.218,1400.000,0.140,1.569,1417.000,1.713,1297.736,0.008,0.000,0.000,0.000,0.201,119.000,0.144,166.427,0.000,0.000,0.000,0.000
1527832,2026-05-26 16:58:31,77,20.000,28.857,26.640,984.442,242.652,45.307,1400.000,0.140,1.526,1120.000,1.354,1262.188,0.015,0.000,0.000,0.000,0.205,183.000,0.221,169.741,0.000,0.000,0.000,0.000
1547898,2026-05-26 16:58:51,78,20.000,28.857,26.610,984.432,242.744,45.419,1400.000,0.140,1.535,1301.000,1.573,1269.951,0.013,0.000,0.000,0.000,0.198,142.000,0.172,164.193,0.000,0.000,0.000,0.000
1567964,2026-05-26 16:59:11,79,20.000,28.857,26.610,984.429,242.766,45.396,1400.000,0.140,1.564,1389.000,1.679,1293.761,0.018,0.000,0.000,0.000,0.171,50.000,0.060,141.355,0.000,0.000,0.000,0.000
1588030,2026-05-26 16:59:31,80,20.000,28.857,26.630,984.433,242.729,45.340,1400.000,0.140,1.548,1230.000,1.487,1281.009,0.013,0.000,0.000,0.000,0.201,265.000,0.320,166.084,0.000,0.000,0.000,0.000
1608096,2026-05-26 16:59:51,81,20.000,28.857,26.590,984.416,242.879,45.405,1400.000,0.140,1.582,1419.000,1.715,1308.607,0.015,0.000,0.000,0.000,0.175,60.000,0.073,144.867,0.000,0.000,0.000,0.000
1628162,2026-05-26 17:00:11,82,20.000,28.751,26.610,984.381,243.171,45.362,1400.000,0.140,1.559,1215.000,1.469,1289.886,0.015,0.000,0.000,0.000,0.188,198.000,0.239,155.494,0.000,0.000,0.000,0.000
1648228,2026-05-26 17:00:31,83,20.000,28.857,26.600,984.420,242.845,45.383,1400.000,0.140,1.544,1229.000,1.486,1277.709,0.015,0.000,0.000,0.000,0.196,187.000,0.226,161.795,0.000,0.000,0.000,0.000
1668294,2026-05-26 17:00:51,84,20.000,28.751,26.590,984.405,242.968,45.394,1400.000,0.140,1.531,1221.000,1.476,1266.367,0.008,0.000,0.000,0.000,0.207,207.000,0.250,170.836,0.000,0.000,0.000,0.000
1688372,2026-05-26 17:01:11,85,20.000,28.751,26.590,984.401,243.008,45.395,1400.000,0.140,1.493,1111.000,1.343,1235.294,0.013,0.000,0.000,0.000,0.228,261.000,0.315,188.869,0.000,0.000,0.000,0.000
1708438,2026-05-26 17:01:31,86,20.000,28.751,26.650,984.422,242.829,45.261,1300.000,0.130,1.488,1213.000,1.466,1230.835,0.015,0.000,0.000,0.000,0.233,209.000,0.253,192.895,0.000,0.000,0.000,0.000
1728504,2026-05-26 17:01:51,87,20.000,28.751,26.650,984.400,243.017,45.227,1400.000,0.140,1.542,1456.000,1.760,1275.868,0.015,0.000,0.000,0.000,0.198,48.000,0.058,163.916,0.000,0.000,0.000,0.000
1748570,2026-05-26 17:02:11,88,20.000,28.857,26.650,984.374,243.236,45.192,1300.000,0.130,1.523,1196.000,1.446,1259.894,0.013,0.000,0.000,0.000,0.212,221.000,0.267,175.333,0.000,0.000,0.000,0.000
1768636,2026-05-26 17:02:32,89,20.000,28.751,26.650,984.365,243.314,45.192,1400.000,0.140,1.581,1499.000,1.812,1307.715,0.015,0.000,0.000,0.000,0.199,121.000,0.146,164.466,0.000,0.000,0.000,0.000
1788702,2026-05-26 17:02:52,90,20.000,28.751,26.660,984.344,243.488,45.159,1400.000,0.140,1.519,1052.000,1.272,1256.572,0.015,0.000,0.000,0.000,0.219,248.000,0.300,181.173,0.000,0.000,0.000,0.000
1808768,2026-05-26 17:03:12,91,20.000,28.751,26.600,984.383,243.158,45.313,1400.000,0.140,1.476,1077.000,1.302,1220.658,0.013,0.000,0.000,0.000,0.232,235.000,0.284,191.938,0.000,0.000,0.000,0.000
1828834,2026-05-26 17:03:32,92,20.000,28.751,26.550,984.350,243.435,45.390,1300.000,0.130,1.447,1101.000,1.331,1196.726,0.015,0.000,0.000,0.000,0.239,219.000,0.265,197.351,0.000,0.000,0.000,0.000
1848900,2026-05-26 17:03:52,93,20.000,28.645,26.550,984.384,243.153,45.401,1400.000,0.140,1.465,1273.000,1.539,1211.981,0.010,0.000,0.000,0.000,0.212,89.000,0.108,175.681,0.000,0.000,0.000,0.000
1868984,2026-05-26 17:04:12,94,20.000,28.645,26.530,984.404,242.980,45.377,1400.000,0.140,1.532,1489.000,1.800,1267.385,0.015,0.000,0.000,0.000,0.181,48.000,0.058,150.144,0.000,0.000,0.000,0.000
1889050,2026-05-26 17:04:32,95,20.000,28.751,26.520,984.372,243.256,45.398,1400.000,0.140,1.606,1575.000,1.904,1328.908,0.013,0.000,0.000,0.000,0.158,51.000,0.062,130.316,0.000,0.000,0.000,0.000
1909116,2026-05-26 17:04:52,96,20.000,28.645,26.490,984.356,243.391,45.466,1400.000,0.140,1.652,1516.000,1.833,1366.326,0.013,0.000,0.000,0.000,0.158,132.000,0.160,130.652,0.000,0.000,0.000,0.000
1929182,2026-05-26 17:05:12,97,20.000,28.645,26.540,984.352,243.418,45.378,1400.000,0.140,1.588,1104.000,1.335,1313.861,0.013,0.000,0.000,0.000,0.183,236.000,0.285,151.722,0.000,0.000,0.000,0.000
1949248,2026-05-26 17:05:32,98,20.000,28.645,26.600,984.402,242.999,45.244,1400.000,0.140,1.610,1404.000,1.697,1331.889,0.013,0.000,0.000,0.000,0.158,46.000,0.056,130.578,0.000,0.000,0.000,0.000
1969314,2026-05-26 17:05:52,99,20.000,28.751,26.690,984.369,243.276,45.000,1400.000,0.140,1.591,1252.000,1.513,1315.911,0.018,0.000,0.000,0.000,0.176,205.000,0.248,145.462,0.000,0.000,0.000,0.000
1989380,2026-05-26 17:06:12,100,20.000,28.645,26.780,984.379,243.188,44.730,1400.000,0.140,1.559,1186.000,1.434,1289.929,0.015,0.000,0.000,0.000,0.167,107.000,0.129,137.770,0.000,0.000,0.000,0.000
2009446,2026-05-26 17:06:32,101,20.000,28.751,26.790,984.378,243.198,44.696,1400.000,0.140,1.548,1243.000,1.503,1280.543,0.013,0.000,0.000,0.000,0.180,195.000,0.236,149.216,0.000,0.000,0.000,0.000
2029512,2026-05-26 17:06:52,102,20.000,28.645,26.810,984.390,243.101,44.618,1400.000,0.140,1.524,1182.000,1.429,1260.834,0.010,0.000,0.000,0.000,0.201,233.000,0.282,165.973,0.000,0.000,0.000,0.000
2049594,2026-05-26 17:07:12,103,20.000,28.751,26.810,984.372,243.250,44.618,1400.000,0.140,1.526,1269.000,1.534,1262.468,0.015,0.000,0.000,0.000,0.224,261.000,0.315,184.978,0.000,0.000,0.000,0.000
2069660,2026-05-26 17:07:33,104,20.000,28.751,26.830,984.407,242.956,44.574,1400.000,0.140,1.592,1534.000,1.854,1316.774,0.013,0.000,0.000,0.000,0.190,46.000,0.056,157.182,0.000,0.000,0.000,0.000
2089726,2026-05-26 17:07:53,105,20.000,28.751,26.870,984.401,243.001,44.508,1400.000,0.140,1.575,1246.000,1.506,1302.619,0.015,0.000,0.000,0.000,0.217,270.000,0.326,179.746,0.000,0.000,0.000,0.000
2109792,2026-05-26 17:08:13,106,20.000,28.751,26.870,984.373,243.243,44.393,1400.000,0.140,1.620,1492.000,1.804,1340.495,0.013,0.000,0.000,0.000,0.190,65.000,0.079,156.797,0.000,0.000,0.000,0.000
2129858,2026-05-26 17:08:33,107,20.000,28.751,26.890,984.385,243.142,44.417,1400.000,0.140,1.635,1399.000,1.691,1352.196,0.010,0.000,0.000,0.000,0.163,46.000,0.056,134.637,0.000,0.000,0.000,0.000
2149924,2026-05-26 17:08:53,108,20.000,28.751,26.880,984.370,243.265,44.476,1400.000,0.140,1.645,1394.000,1.685,1360.557,0.010,0.000,0.000,0.000,0.146,67.000,0.081,121.110,0.000,0.000,0.000,0.000
2169990,2026-05-26 17:09:13,109,20.000,28.751,26.920,984.368,243.289,44.293,1400.000,0.140,1.619,1253.000,1.515,1339.046,0.010,0.000,0.000,0.000,0.165,198.000,0.239,136.488,0.000,0.000,0.000,0.000
2190056,2026-05-26 17:09:33,110,20.000,28.751,26.940,984.391,243.090,44.307,1300.000,0.130,1.569,1135.000,1.372,1298.237,0.015,0.000,0.000,0.000,0.181,201.000,0.243,149.390,0.000,0.000,0.000,0.000
2210122,2026-05-26 17:09:53,111,20.000,28.751,26.970,984.382,243.170,44.194,1400.000,0.140,1.574,1319.000,1.594,1302.389,0.015,0.000,0.000,0.000,0.201,232.000,0.280,165.912,0.000,0.000,0.000,0.000
2230198,2026-05-26 17:10:13,112,20.000,28.857,27.080,984.382,243.164,44.021,1400.000,0.140,1.511,1041.000,1.258,1250.111,0.013,0.000,0.000,0.000,0.217,236.000,0.285,179.930,0.000,0.000,0.000,0.000
2250264,2026-05-26 17:10:33,113,20.000,28.857,27.110,984.395,243.057,43.907,1400.000,0.140,1.481,1124.000,1.359,1224.889,0.013,0.000,0.000,0.000,0.235,252.000,0.305,194.344,0.000,0.000,0.000,0.000
2270330,2026-05-26 17:10:53,114,20.000,28.857,27.170,984.387,243.125,43.750,1400.000,0.140,1.486,1249.000,1.510,1229.711,0.013,0.000,0.000,0.000,0.241,220.000,0.266,199.475,0.000,0.000,0.000,0.000
2290396,2026-05-26 17:11:13,115,20.000,28.857,27.190,984.379,243.196,43.694,1300.000,0.130,1.446,1061.000,1.283,1195.969,0.010,0.000,0.000,0.000,0.255,256.000,0.309,210.780,0.000,0.000,0.000,0.000
2310462,2026-05-26 17:11:33,116,20.000,28.857,27.200,984.378,243.203,43.614,1300.000,0.130,1.514,1480.000,1.789,1252.775,0.010,0.000,0.000,0.000,0.219,61.000,0.074,180.824,0.000,0.000,0.000,0.000
2330528,2026-05-26 17:11:53,117,20.000,28.857,27.220,984.385,243.140,43.627,1300.000,0.130,1.537,1346.000,1.627,1271.420,0.010,0.000,0.000,0.000,0.227,217.000,0.262,188.059,0.000,0.000,0.000,0.000
2350594,2026-05-26 17:12:13,118,20.000,28.857,27.230,984.385,243.144,43.594,1300.000,0.130,1.546,1311.000,1.585,1279.336,0.010,0.000,0.000,0.000,0.196,60.000,0.073,162.447,0.000,0.000,0.000,0.000
2370660,2026-05-26 17:12:34,119,20.000,28.857,27.240,984.352,243.422,43.664,1300.000,0.130,1.551,1298.000,1.569,1283.069,0.010,0.000,0.000,0.000,0.192,144.000,0.174,158.758,0.000,0.000,0.000,0.000
2390726,2026-05-26 17:12:54,120,20.000,28.963,27.210,984.396,243.048,43.604,1300.000,0.130,1.579,1399.000,1.691,1306.255,0.010,0.000,0.000,0.000,0.171,74.000,0.089,141.806,0.000,0.000,0.000,0.000
2410802,2026-05-26 17:13:14,121,20.000,28.857,27.260,984.351,243.433,43.504,1400.000,0.140,1.538,1138.000,1.376,1272.604,0.010,0.000,0.000,0.000,0.200,261.000,0.315,165.645,0.000,0.000,0.000,0.000
2430868,2026-05-26 17:13:34,122,20.000,28.963,27.260,984.328,243.630,43.573,1400.000,0.140,1.534,1253.000,1.515,1268.683,0.013,0.000,0.000,0.000,0.211,210.000,0.254,174.516,0.000,0.000,0.000,0.000
2450934,2026-05-26 17:13:54,123,20.000,28.963,27.320,984.352,243.424,43.406,1300.000,0.130,1.548,1328.000,1.605,1280.547,0.010,0.000,0.000,0.000,0.183,57.000,0.069,151.013,0.000,0.000,0.000,0.000
2471000,2026-05-26 17:14:14,124,20.000,28.963,27.330,984.354,243.407,43.396,1300.000,0.130,1.555,1309.000,1.582,1286.237,0.010,0.000,0.000,0.000,0.179,137.000,0.166,148.210,0.000,0.000,0.000,0.000
2491066,2026-05-26 17:14:34,125,20.000,28.963,27.360,984.346,243.473,43.294,1300.000,0.130,1.537,1214.000,1.467,1271.790,0.013,0.000,0.000,0.000,0.204,251.000,0.303,168.768,0.000,0.000,0.000,0.000
2511132,2026-05-26 17:14:54,126,20.000,28.963,27.400,984.288,243.968,43.310,1300.000,0.130,1.547,1312.000,1.586,1279.832,0.013,0.000,0.000,0.000,0.223,248.000,0.300,184.615,0.000,0.000,0.000,0.000
2531198,2026-05-26 17:15:14,127,20.000,28.963,27.490,984.285,243.992,42.945,1300.000,0.130,1.575,1397.000,1.689,1303.266,0.015,0.000,0.000,0.000,0.200,90.000,0.109,165.692,0.000,0.000,0.000,0.000
2551264,2026-05-26 17:15:34,128,20.000,28.963,27.480,984.266,244.158,42.969,1300.000,0.130,1.582,1330.000,1.608,1308.613,0.013,0.000,0.000,0.000,0.206,191.000,0.231,170.753,0.000,0.000,0.000,0.000
2571330,2026-05-26 17:15:54,129,20.000,28.963,27.520,984.282,244.021,42.973,1300.000,0.130,1.640,1550.000,1.874,1356.890,0.015,0.000,0.000,0.000,0.182,70.000,0.085,150.603,0.000,0.000,0.000,0.000
2591402,2026-05-26 17:16:14,130,20.000,28.963,27.480,984.292,243.935,43.085,1300.000,0.130,1.634,1331.000,1.609,1351.712,0.013,0.000,0.000,0.000,0.173,112.000,0.135,142.882,0.000,0.000,0.000,0.000
2611468,2026-05-26 17:16:34,131,20.000,28.963,27.460,984.253,244.262,43.014,1300.000,0.130,1.569,1084.000,1.310,1298.170,0.013,0.000,0.000,0.000,0.201,258.000,0.312,165.906,0.000,0.000,0.000,0.000
2631534,2026-05-26 17:16:54,132,20.000,28.963,27.510,984.272,244.108,42.786,1300.000,0.130,1.538,1171.000,1.415,1272.736,0.010,0.000,0.000,0.000,0.220,245.000,0.296,181.725,0.000,0.000,0.000,0.000
2651600,2026-05-26 17:17:14,133,20.000,29.069,27.550,984.285,243.990,42.801,1300.000,0.130,1.539,1276.000,1.542,1273.389,0.013,0.000,0.000,0.000,0.216,168.000,0.203,178.980,0.000,0.000,0.000,0.000
2671666,2026-05-26 17:17:35,134,20.000,29.175,27.550,984.276,244.070,42.813,1300.000,0.130,1.555,1339.000,1.619,1286.511,0.013,0.000,0.000,0.000,0.185,49.000,0.059,152.984,0.000,0.000,0.000,0.000
2691732,2026-05-26 17:17:55,135,20.000,29.069,27.560,984.258,244.227,42.732,1300.000,0.130,1.537,1213.000,1.466,1271.809,0.013,0.000,0.000,0.000,0.195,193.000,0.233,160.987,0.000,0.000,0.000,0.000
2711798,2026-05-26 17:18:15,136,20.000,29.069,27.540,984.236,244.410,42.801,1300.000,0.130,1.513,1171.000,1.415,1251.647,0.013,0.000,0.000,0.000,0.188,133.000,0.161,155.390,0.000,0.000,0.000,0.000
2731864,2026-05-26 17:18:35,137,20.000,29.069,27.550,984.267,244.149,42.895,1300.000,0.130,1.465,1052.000,1.272,1211.718,0.010,0.000,0.000,0.000,0.207,233.000,0.282,170.912,0.000,0.000,0.000,0.000
2751930,2026-05-26 17:18:55,138,20.000,29.069,27.510,984.247,244.315,43.087,1300.000,0.130,1.469,1228.000,1.484,1214.974,0.015,0.000,0.000,0.000,0.184,79.000,0.095,152.529,0.000,0.000,0.000,0.000
2772004,2026-05-26 17:19:15,139,20.000,29.069,27.520,984.242,244.360,42.821,1300.000,0.130,1.458,1170.000,1.414,1205.979,0.010,0.000,0.000,0.000,0.176,116.000,0.140,145.223,0.000,0.000,0.000,0.000
2792070,2026-05-26 17:19:35,140,20.000,29.069,27.550,984.242,244.362,42.743,1300.000,0.130,1.488,1329.000,1.606,1230.583,0.010,0.000,0.000,0.000,0.153,50.000,0.060,126.179,0.000,0.000,0.000,0.000
2812136,2026-05-26 17:19:55,141,20.000,29.069,27.540,984.233,244.439,42.962,1300.000,0.130,1.533,1419.000,1.715,1268.267,0.013,0.000,0.000,0.000,0.135,55.000,0.066,111.943,0.000,0.000,0.000,0.000
2832202,2026-05-26 17:20:15,142,20.000,29.069,27.540,984.257,244.236,42.639,1300.000,0.130,1.526,1240.000,1.499,1262.613,0.013,0.000,0.000,0.000,0.161,217.000,0.262,132.954,0.000,0.000,0.000,0.000
2852268,2026-05-26 17:20:35,143,20.000,29.069,27.540,984.270,244.121,42.766,1300.000,0.130,1.488,1104.000,1.335,1230.891,0.013,0.000,0.000,0.000,0.174,189.000,0.228,144.164,0.000,0.000,0.000,0.000
2872334,2026-05-26 17:20:55,144,20.000,29.175,27.560,984.265,244.165,42.628,1300.000,0.130,1.521,1368.000,1.654,1258.313,0.010,0.000,0.000,0.000,0.166,108.000,0.131,136.931,0.000,0.000,0.000,0.000
2892400,2026-05-26 17:21:15,145,20.000,29.069,27.550,984.268,244.141,42.697,1300.000,0.130,1.476,1073.000,1.297,1221.250,0.013,0.000,0.000,0.000,0.189,235.000,0.284,156.545,0.000,0.000,0.000,0.000
2912466,2026-05-26 17:21:35,146,20.000,29.069,27.560,984.280,244.032,42.651,1300.000,0.130,1.555,1545.000,1.868,1286.000,0.010,0.000,0.000,0.000,0.169,74.000,0.089,140.036,0.000,0.000,0.000,0.000
2932532,2026-05-26 17:21:55,147,20.000,29.175,27.550,984.237,244.398,42.640,1300.000,0.130,1.618,1548.000,1.871,1338.400,0.013,0.000,0.000,0.000,0.146,42.000,0.051,120.429,0.000,0.000,0.000,0.000
2952608,2026-05-26 17:22:15,148,20.000,29.175,27.540,984.240,244.375,42.580,1300.000,0.130,1.581,1186.000,1.434,1307.920,0.010,0.000,0.000,0.000,0.178,254.000,0.307,147.143,0.000,0.000,0.000,0.000
2972674,2026-05-26 17:22:36,149,20.000,29.069,27.520,984.243,244.352,42.729,1300.000,0.130,1.629,1506.000,1.820,1347.536,0.010,0.000,0.000,0.000,0.169,109.000,0.132,139.514,0.000,0.000,0.000,0.000
2992740,2026-05-26 17:22:56,150,20.000,29.069,27.530,984.244,244.343,42.730,1300.000,0.130,1.619,1306.000,1.579,1339.229,0.015,0.000,0.000,0.000,0.164,121.000,0.146,135.811,0.000,0.000,0.000,0.000
3012806,2026-05-26 17:23:16,151,20.000,29.175,27.520,984.241,244.371,42.857,1300.000,0.130,1.613,1316.000,1.591,1334.583,0.010,0.000,0.000,0.000,0.188,234.000,0.283,155.449,0.000,0.000,0.000,0.000
3032872,2026-05-26 17:23:36,152,20.000,29.069,27.520,984.254,244.261,42.787,1300.000,0.130,1.608,1312.000,1.586,1330.066,0.010,0.000,0.000,0.000,0.163,52.000,0.063,134.759,0.000,0.000,0.000,0.000
3052938,2026-05-26 17:23:56,153,20.000,29.175,27.530,984.238,244.397,42.707,1300.000,0.130,1.535,1030.000,1.245,1270.053,0.010,0.000,0.000,0.000,0.190,248.000,0.300,157.407,0.000,0.000,0.000,0.000
3073004,2026-05-26 17:24:16,154,20.000,29.175,27.540,984.239,244.385,42.673,1300.000,0.130,1.572,1423.000,1.720,1300.642,0.015,0.000,0.000,0.000,0.194,171.000,0.207,160.126,0.000,0.000,0.000,0.000
3093070,2026-05-26 17:24:36,155,20.000,29.175,27.570,984.237,244.398,42.595,1300.000,0.130,1.592,1382.000,1.671,1316.914,0.010,0.000,0.000,0.000,0.175,85.000,0.103,145.101,0.000,0.000,0.000,0.000
3113136,2026-05-26 17:24:56,156,20.000,29.069,27.540,984.249,244.300,42.661,1300.000,0.130,1.570,1227.000,1.483,1298.931,0.010,0.000,0.000,0.000,0.159,78.000,0.094,131.681,0.000,0.000,0.000,0.000
3133204,2026-05-26 17:25:16,157,20.000,29.175,27.520,984.247,244.314,42.694,1300.000,0.130,1.545,1196.000,1.446,1278.345,0.010,0.000,0.000,0.000,0.185,240.000,0.290,153.344,0.000,0.000,0.000,0.000
3153270,2026-05-26 17:25:36,158,20.000,29.175,27.550,984.249,244.302,42.673,1300.000,0.130,1.557,1325.000,1.602,1287.676,0.013,0.000,0.000,0.000,0.183,145.000,0.175,151.676,0.000,0.000,0.000,0.000
3173336,2026-05-26 17:25:56,159,20.000,29.175,27.530,984.252,244.273,43.089,1300.000,0.130,1.525,1158.000,1.400,1261.741,0.013,0.000,0.000,0.000,0.174,112.000,0.135,143.740,0.000,0.000,0.000,0.000
3193402,2026-05-26 17:26:16,160,20.000,29.175,27.560,984.212,244.614,42.778,1300.000,0.130,1.500,1157.000,1.399,1240.793,0.013,0.000,0.000,0.000,0.197,238.000,0.288,162.592,0.000,0.000,0.000,0.000
3213468,2026-05-26 17:26:36,161,20.000,29.175,27.550,984.250,244.288,42.951,1300.000,0.130,1.543,1418.000,1.714,1276.234,0.013,0.000,0.000,0.000,0.174,69.000,0.083,143.874,0.000,0.000,0.000,0.000
3233534,2026-05-26 17:26:56,162,20.000,29.175,27.530,984.223,244.520,42.812,1300.000,0.130,1.510,1143.000,1.382,1249.587,0.010,0.000,0.000,0.000,0.194,227.000,0.274,160.499,0.000,0.000,0.000,0.000
3253600,2026-05-26 17:27:16,163,20.000,29.175,27.530,984.235,244.417,42.673,1300.000,0.130,1.459,1037.000,1.254,1207.070,0.010,0.000,0.000,0.000,0.217,255.000,0.308,179.399,0.000,0.000,0.000,0.000
3273666,2026-05-26 17:27:37,164,20.000,29.175,27.520,984.260,244.206,42.846,1300.000,0.130,1.448,1161.000,1.403,1197.856,0.010,0.000,0.000,0.000,0.205,130.000,0.157,169.519,0.000,0.000,0.000,0.000
3293732,2026-05-26 17:27:57,165,20.000,29.175,27.510,984.254,244.256,42.994,1300.000,0.130,1.466,1274.000,1.540,1213.085,0.013,0.000,0.000,0.000,0.199,143.000,0.173,164.216,0.000,0.000,0.000,0.000
3313800,2026-05-26 17:28:17,166,20.000,29.175,27.510,984.228,244.480,42.855,1300.000,0.130,1.480,1268.000,1.533,1224.068,0.010,0.000,0.000,0.000,0.177,77.000,0.093,146.772,0.000,0.000,0.000,0.000
3333866,2026-05-26 17:28:37,167,20.000,29.175,27.540,984.231,244.456,43.091,1300.000,0.130,1.505,1329.000,1.606,1245.054,0.013,0.000,0.000,0.000,0.174,131.000,0.158,143.618,0.000,0.000,0.000,0.000
3353932,2026-05-26 17:28:57,168,20.000,29.175,27.510,984.220,244.550,43.284,1300.000,0.130,1.488,1174.000,1.419,1230.844,0.010,0.000,0.000,0.000,0.201,256.000,0.309,166.094,0.000,0.000,0.000,0.000
